王牙砲【山雷】,LV3,210,10
真・王牙砲【天機】,LV4,280,10
,LV5,300,10
,LV6,330,10
狐重砲ハライニケリナ,LV1,150,0
,LV2,160,0
,LV3,200,0
あしひきの山砲の御車,LV4,220,0
あしひきの山水撞車砲,LV5,290,0
,LV6,310,0
,LV7,340,0
電竜砲【進撃】,LV1,150,10
,LV2,160,10
,LV3,200,10
電竜砲【雷撃】,LV4,220,10
電竜大砲【閃撃】,LV5,290,15
,LV6,310,15
,LV7,330,20
巨獣砲,LV1,160,-10
,LV2,180,-10
,LV3,230,-10
巨撃・爆砲ォー遠,LV4,240,-10
爆砲ォー遠ＭＡＸ,LV5,310,-10
,LV6,330,-10
,LV7,360,-10
灼炎のイグナー,LV1,160,0
,LV2,170,0
,LV3,210,0
斬竜砲エクリクス,LV4,230,0
大斬砲エクリクノヴァ,LV5,310,0
,LV6,320,0
,LV7,350,0
サイドアルシャマリ,LV1,150,10
,LV2,160,10
,LV3,200,10
叛砲アルシャマリ,LV4,210,10
乱叛砲アルシャマリ,LV5,300,10
,LV6,330,15
レックスハウル,LV1,150,-10
,LV2,190,-10
轟砲【虎頭】,LV3,230,-10
轟砲【大虎頭】,LV4,300,-10
,LV5,320,-10
,LV6,350,-10
ディオスキャノン,LV1,150,0
,LV2,200,0
爆砲アトミキャノン,LV3,210,0
爆砲エクスアトムズ,LV4,300,0
,LV5,330,0
トリガーofハザード,LV1,150,20
,LV2,190,20
トリガーofデマイズ,LV3,210,20
トリガーofオール,LV4,300,20
,LV5,330,20
デルフ＝ダオラ,LV1,150,10
,LV2,160,10
,LV3,210,10
グラン＝ダオラ,LV4,230,10
コルム＝ダオラ,LV5,320,20
,LV6,350,20
天秤といふ名の白骸,LV1,160,0
,LV2,200,0
,LV3,210,0
白骸の罪砲,LV4,220,0
白骸罪砲スベンゲヌビ,LV5,300,0
,LV6,340,0
海造砲【火刃】,LV1,150,0
,LV2,190,0
海造砲【炎刃】,LV3,210,0
海造砲【灰燼】,LV4,270,0
,LV5,330,0
真ユクモノ重弩,LV1,140,0
,LV2,150,0
,LV3,200,0
ユクモ連山重弩,LV4,210,0
ユクモ連峰重弩・山岨,LV5,270,0
,LV6,330,0
ブラックキャノン,LV1,140,0
,LV2,150,0
,LV3,200,0
クロノキャノン,LV4,210,0
ミラキャノン,LV5,310,0
,LV6,330,0
ラピッドキャスト,LV1,150,0
,LV2,180,0
ハイサイクルキャスト,LV3,190,0
俊足重弩ケルビ,LV4,220,0
,LV5,310,0
ラストニードル,LV1,150,0
,LV2,170,0
ハニーコーマー,LV3,180,0
ヴェスピアリ,LV4,240,0
,LV5,260,0
,LV6,310,0
討伐隊正式重砲,LV1,150,0
,LV2,190,0
近衛隊正式重砲,LV3,210,0
インペリアルカノン,LV4,260,0
,LV5,330,0
青熊筒,LV1,160,0
,LV2,190,0
青熊轟筒【川漁】,LV3,200,0
百貫筒【大熊】,LV4,250,0
,LV5,320,0
荒縄鼓砲,LV1,160,0
,LV2,190,0
荒縄鼓砲【調緒】,LV3,200,0
鼓撃ち弩首領火ッ,LV4,250,0
,LV5,320,0
ズッカカロッツァ,LV1,150,0
,LV2,190,0
サンドリヨン,LV3,200,0
ビビディバビディ砲,LV4,240,0
,LV5,320,0
ピアースクラブ,LV1,190,0
,LV2,200,0
ウチヌキ,LV3,210,0
ウチヌキマクリ,LV4,280,0
,LV5,300,0
,LV6,330,0
ガノスプレッシャー,LV1,180,5
,LV2,190,5
ガノバッシャーガン,LV3,210,5
ハイガノバッシャー,LV4,270,5
,LV5,290,10
,LV6,330,10
メテオバスター,LV1,180,0
,LV2,190,0
メテオフォール,LV3,210,0
アスターエイドス,LV4,270,0
,LV5,300,0
,LV6,330,0
ロックイーター,LV1,170,0
,LV2,180,0
アースイーター,LV3,200,0
ガイアイーター,LV4,260,0
,LV5,320,0
ネルバスターガン,LV1,180,15
,LV2,190,15
バスターブラスター,LV3,210,25
バスターランシエルダ,LV4,270,25
,LV5,300,25
,LV6,330,40
チャージグリフサルト,LV1,160,0
,LV2,200,0
徹甲砲アルセルタス,LV3,220,0
徹甲雄砲アルセルタス,LV4,260,0
,LV5,340,0
妃竜砲【遠撃】,LV1,180,0
,LV2,190,0
妃竜砲【飛撃】,LV3,210,0
妃竜砲【姫撃】,LV4,270,0
,LV5,300,0
,LV6,330,0
アグナブロウ,LV1,200,5
,LV2,210,5
炎戈銃ブレイズヘル,LV3,220,5
炎戈砲ブロウブレイズ,LV4,310,10
,LV5,340,10
クイックキャスト,LV1,170,0
,LV2,180,0
クイックシャフト,LV3,190,0
紫電一閃砲キリン,LV4,280,0
,LV5,310,0
ブルームスター,LV1,180,0
,LV2,190,0
ミーティア,LV3,200,0
アステール,LV4,260,0
,LV5,320,0
ナナホシ大砲,LV1,180,0
,LV2,190,0
ナナホシ天砲,LV3,200,0
オオナナホシ天砲,LV4,260,0
,LV5,320,0
パワースティンカー,LV1,160,0
,LV2,180,0
ワイルドスティンカー,LV3,200,0
デッドスティンカー,LV4,230,0
,LV5,270,0
,LV6,320,0
ゲェレーラキャノン,LV1,200,20
ゲェレーラエスピノ,LV2,230,20
ビヤラースヴァリア,LV3,290,30
,LV4,310,30
,LV5,340,30
グラビモスハウル,LV1,190,0
,LV2,200,0
グラビドギガハウル,LV3,210,0
グラビドギガムドファ,LV4,290,0
,LV5,310,0
,LV6,340,0
エルドラカノーネ,LV1,180,10
亡国の宝砲アルゼント,LV2,200,10
至宝砲シャンバラ,LV3,230,10
,LV4,260,10
,LV5,290,10
叛逆の怒砲,LV1,210,10
,LV2,220,10
叛逆砲イーラレギオン,LV3,230,10
叛断ノ覇砲レギオン,LV4,300,10
,LV5,320,10
,LV6,350,10
モンテベルデ,LV1,210,0
,LV2,220,0
山穿ジガンラケーテ,LV3,230,0
嶺穿ジガンラキエータ,LV4,280,0
,LV5,310,0
,LV6,350,0
爆砕の重砲,LV1,210,0
,LV2,220,0
破岩大砲シュライアー,LV3,230,0
砕巌大砲シュライアー,LV4,300,0
,LV5,320,0
,LV6,350,0
THEディザスター,LV1,200,30
,LV2,210,30
THEフェイス,LV3,220,30
THEデリュージュ,LV4,290,30
,LV5,310,30
,LV6,340,30
暴食の重弩,LV1,200,-10
,LV2,210,-10
アンフィニグラ,LV3,220,-10
ネロ＝アンフィニグラ,LV4,310,-10
,LV5,340,-10
ヒーローブラスター,LV1,160,40
,LV2,180,40
マスターブラスター,LV3,190,40
レジェンドブラスター,LV4,250,40
,LV5,280,40
,LV6,310,40
デュエルスタッブ,LV1,220,-20
バズディアーカ,LV2,230,-20
モラクディアーカ,LV3,320,-20
,LV4,340,-30
,LV5,370,-30
未解を覗く重弩,LV1,200,15
研鑽されし龍識重弩,LV2,220,15
龍識究砲ミクロスピオ,LV3,250,20
,LV4,270,20
,LV5,300,30
アルバレッド,LV1,190,0
Ｓ・アルバレッド,LV2,210,0
Ｘ・アルバレッド,LV3,240,0
,LV4,270,0
,LV5,330,0
海賊Ｊキャノン,LV1,190,0
,LV2,200,0
大海賊Ｊキャノン,LV3,210,0
海賊王Ｊキャノン,LV4,290,0
,LV5,330,0
カーマエレオーン,LV1,210,0
,LV2,220,0
カーマヒトバーレ,LV3,230,0
霞重砲カムリムナ,LV4,320,0
,LV5,350,0
テオ＝アーティレリ,LV1,210,5
,LV2,220,5
テオ＝フランマルス,LV3,230,5
テオ＝フランロンガ,LV4,320,10
,LV5,350,10
業重弩ファミン,LV1,220,-15
,LV2,230,-15
滅重弩ガジンファミン,LV3,240,-15
咎重弩スタブファミン,LV4,320,-15
,LV5,360,-15
覇砲ユプカムトルム,LV1,210,40
,LV2,210,40
覇轟砲クーネユプカム,LV3,220,40
覇爆砲イクセユプカム,LV4,310,40
,LV5,340,40
崩砲バセカムルバス,LV1,240,-30
,LV2,250,-30
崩天砲バセカオンカム,LV3,260,-30
崩界砲バセカカムノミ,LV4,340,-30
,LV5,380,-30
凶刻【時雨】,LV1,210,-5
,LV2,220,-5
天嵐ノ刻【刻露清秀】,LV3,230,-5
太虚ノ刻【鈞天】,LV4,320,-5
,LV5,350,-5
極星砲ヴィズィ,LV1,180,10
,LV2,190,10
悲哀ナル砲星ヴィズィ,LV3,200,15
極星悲砲ヴィズガロア,LV4,290,15
,LV5,320,20
カオスウイング,LV1,210,10
,LV2,220,10
神滅弩アル・エリア,LV3,230,10
神滅重弩アル・アロア,LV4,320,15
,LV5,350,15
銀翼の重砲,LV1,180,0
龍星砲デビロッツ,LV2,190,0
赫醒砲ギルクロイツ,LV3,240,0
,LV4,270,0
,LV5,290,0
,LV6,310,0
エルダーキャノン,LV1,250,0
サルビアキャノン,LV2,280,0
フィロゾフキャノン,LV3,310,0
潜壕砲モーテハプル,LV1,270,0
潜堀砲モーテハプラ,LV2,300,0
潜淵砲モーテハプスト,LV3,330,0
王牙砲【震雷】,LV1,290,20
真・王牙砲【天門】,LV2,310,20
ガオウ・クオバルデ,LV3,340,20
炎戈砲アグナバリスト,LV1,310,0
炎戈砲アグナコルピオ,LV2,330,0
焔戈砲アグナバレスト,LV3,350,0
アモーレ＝アネッロ,LV1,290,0
リーヴェ＝キアーヴェ,LV2,310,0
リベラシオン＝アモル,LV3,330,0
フェイスorバトライル,LV1,290,-30
セキュアorハザード,LV2,310,-30
ジェネシスorデマイズ,LV3,340,-30
砕光の極砲,LV1,310,0
砕光のイラプシュライ,LV2,330,0
砕光極彩砲ミェブラク,LV3,360,0
老山龍砲,LV1,310,-10
老山龍砲・覇,LV2,330,-10
老山龍砲・真,LV3,360,-10
宝砲の金属器,LV1,330,0
碑文の砲ハロエリス,LV2,340,0
真名ラーホルアクティ,LV3,350,0
ヴォルキャノン,LV1,300,0
ヴォルバスター,LV2,320,0
ヴォルブラスター,LV3,350,0
ディスティハーダ,LV1,320,-15
ディスティアーレ,LV2,340,-15
ディスティフェロース,LV3,370,-15
ミラアンセスレイヴ,LV1,290,0
ミラアンセスオーニロ,LV2,310,0
ミラアンセスホールマ,LV3,340,0
紅熊轟筒,LV1,90,0
,LV2,100,0
,LV3,110,0
,LV4,130,0
,LV5,140,0
,LV6,170,0
,LV7,180,0
,LV8,190,0
,LV9,200,0
紅熊大轟筒【怪腕】,LV10,210,0
万貫筒【紅兜】,LV11,240,0
,LV12,260,0
,LV13,280,0
,LV14,300,0
,LV15,320,0
エオストペンギーゴ,LV1,90,0
,LV2,100,0
,LV3,110,0
,LV4,130,0
,LV5,140,0
,LV6,170,0
,LV7,180,0
,LV8,190,0
,LV9,200,0
エオストペングルス,LV10,210,0
黒兎雪砲ペンゲロスト,LV11,240,0
,LV12,260,0
,LV13,280,0
,LV14,300,0
,LV15,320,0
ウィルガバスター,LV1,90,0
,LV2,100,0
,LV3,110,0
,LV4,130,0
,LV5,140,0
,LV6,170,0
,LV7,180,0
,LV8,190,0
,LV9,200,0
黒甲ウィルガバスター,LV10,210,0
ウィルギガンバスター,LV11,240,0
,LV12,260,0
,LV13,280,0
,LV14,300,0
,LV15,320,0
紫毒姫竜砲,LV1,90,0
,LV2,100,0
,LV3,110,0
,LV4,130,0
,LV5,140,0
,LV6,160,0
,LV7,170,0
,LV8,180,0
,LV9,190,0
紫毒姫竜砲【華撃】,LV10,200,0
紫毒姫竜砲【輝華撃】,LV11,230,0
,LV12,250,0
,LV13,270,0
,LV14,290,0
,LV15,310,0
黒縄鬼砲,LV1,120,0
,LV2,130,0
,LV3,140,0
,LV4,150,0
,LV5,190,0
,LV6,190,0
,LV7,200,0
,LV8,200,0
,LV9,210,0
黒縄鬼砲【注連】,LV10,210,0
黒縄鬼砲【章断】,LV11,240,0
,LV12,260,0
,LV13,280,0
,LV14,300,0
,LV15,320,0
ラファガスナイパー,LV1,170,20
,LV2,170,30
,LV3,180,20
,LV4,180,30
,LV5,190,20
,LV6,190,30
,LV7,200,20
,LV8,200,30
,LV9,210,20
暁砲【瑞風】,LV10,210,30
曙光砲【凱風】,LV11,240,30
,LV12,260,30
,LV13,280,30
,LV14,300,30
,LV15,320,30
グロボ＝ショット,LV1,180,-20
,LV2,180,-10
,LV3,190,-20
,LV4,190,-10
,LV5,200,-20
,LV6,200,-10
,LV7,210,-20
,LV8,210,-10
,LV9,220,-20
グロボ＝バールゼタ,LV10,220,-10
バール＝デアマンテ,LV11,250,-10
,LV12,270,-10
,LV13,290,-10
,LV14,310,-10
,LV15,330,-10
カホウ【禍】,LV1,160,0
,LV2,170,0
,LV3,180,0
,LV4,190,0
,LV5,200,0
,LV6,200,0
,LV7,210,0
,LV8,210,0
,LV9,210,0
隻眼公のカホウ,LV10,210,0
隻眼火砲【災】,LV11,240,0
,LV12,260,0
,LV13,280,0
,LV14,290,0
,LV15,330,0
金狼砲ライド,LV1,160,10
,LV2,170,10
,LV3,180,10
,LV4,190,10
,LV5,200,10
,LV6,200,20
,LV7,210,10
,LV8,210,20
,LV9,220,10
金狼牙砲【山雷】,LV10,220,20
極・金狼牙砲【猛】,LV11,250,20
,LV12,270,20
,LV13,290,20
,LV14,310,20
,LV15,330,20
ルドラハウル,LV1,180,-20
,LV2,180,-10
,LV3,190,-20
,LV4,190,-10
,LV5,200,-20
,LV6,200,-10
,LV7,210,-20
,LV8,210,-10
,LV9,220,-20
鉤爪砲【荒虎頭】,LV10,220,-10
荒鉤爪砲ＨＯＷＬ,LV11,250,-10
,LV12,270,-10
,LV13,290,-10
,LV14,310,-10
,LV15,330,-10
爆焔のイグナー,LV1,180,0
,LV2,190,0
,LV3,200,0
,LV4,200,0
,LV5,210,0
,LV6,210,0
,LV7,220,0
,LV8,220,0
,LV9,230,0
燼滅砲エクリクス,LV10,230,0
真滅砲エクリクノヴァ,LV11,260,0
,LV12,280,0
,LV13,300,0
,LV14,320,0
,LV15,340,0
ウルヴァクルラ,LV1,260,0
,LV2,270,0
朧砲侯爵コシュマル,LV3,290,0
朧砲大侯ゲンコシュマ,LV4,300,0
,LV5,330,0
ヨロイザキピアース,LV1,270,10
,LV2,280,10
ミダレ・ウチヌキ,LV3,300,10
鎧裂砲ドウチヌキ,LV4,310,10
,LV5,330,10
天眼重砲・秋風冽冽,LV1,270,0
,LV2,280,0
ちはやふる神筒の紅姫,LV3,290,0
ちはやふる神山入輿砲,LV4,310,0
,LV5,320,0
青電竜砲【急撃】,LV1,260,20
,LV2,270,20
青電竜砲【猛撃】,LV3,280,20
青電竜大砲【襲撃】,LV4,290,20
,LV5,310,20
銀嶺砲,LV1,310,0
,LV2,320,0
銀嶺撃バホォン,LV3,330,0
爆砲遠王の大命中,LV4,340,0
,LV5,350,0
マサクルスタッブ,LV1,320,-20
,LV2,330,-20
マサクルスタッブダム,LV3,340,-20
鏖砲イヴァン,LV4,350,-20
,LV5,360,-20
