,LV8,320,0,3,普通,中,なし,,HGgEccCddBbaaaaB_D___D_D______
ヤクトバレット,LV1,140,10,0,普通,中,なし,,EFFdddEDdaaaAaaB___CA____D____
,LV2,150,10,0,普通,中,なし,,EFGdddFDdaaaAaaB___CA____D____
,LV3,190,10,1,普通,中,なし,,FFHeddFEDbbbAAaB___CA____D____
咬弾チェイサー,LV4,210,10,1,普通,中,なし,,FFHeddFEDbbbAAAB___CA____D____
追襲の黒銃,LV5,270,15,2,普通,中,なし,,GGHeddGFEbbbBAAB___CA____E____
,LV6,330,15,2,普通,中,なし,,GHIeddHFFbbbCBBB___CB____E____
ショットボウガン・蛇,LV1,130,0,0,やや遅い,やや小,なし,,EDECCcDDdaaaaaaBAB____________
,LV2,150,0,0,やや遅い,やや小,なし,,EDECCcDDdaaaaaaBAB____________
,LV3,180,0,0,やや遅い,やや小,なし,,FEFDDdEEeaaaaaaBABA___________
バレットシャワー・蛇,LV4,200,0,0,やや遅い,やや小,なし,,FEFDDdEEeaaaaaaBABA___________
レインバレッツ・蛇,LV5,260,0,0,やや遅い,やや小,なし,,GFFEDdFFeaaaaaaBACB___________
,LV6,320,0,0,やや遅い,やや小,なし,,GFGEEdGFeaaaaaaBACB___________
ウロコトルネード,LV1,130,0,0,やや遅い,中,右/小,,EDEbcdDdcaBaaaaB_________D____
,LV2,150,0,0,やや遅い,中,右/小,,FDFcddDDcaBaaaaB_________D____
,LV3,180,0,0,やや遅い,中,右/小,,GEGdedEDCaBaaAaB_________D____
溶岩弩ウログルト,LV4,200,0,0,やや遅い,中,右/小,,HEHefdFECaBaaAaB_________D____
熔山弩ウログルトヘル,LV5,260,0,1,やや遅い,中,右/小,,HFHefdGEDaBaaAaB_________E____
,LV6,320,0,1,やや遅い,中,右/小,,IFHefdGFDaBaaAaB_________E____
フルットシリンジ,LV1,120,0,0,極速,中,なし,,GFFCCcCccBBaaaaBC__CACA____B__
,LV2,140,0,0,極速,中,なし,,GFFDCcCccBBaaaaBC__CACA____B__
,LV3,160,0,0,極速,中,なし,,HGGDDdDddBBaaaaBC__CBCB____D__
,LV4,200,0,0,極速,中,なし,,HGGEDdDddBBaaaaBC__CBCB____D__
フルーミィシリンジ,LV5,210,0,0,極速,中,なし,,HHHFEeEeeBBaaaaBC__CBCB____D__
サディフルシリンジ,LV6,270,0,1,極速,中,なし,,HHHGFeEeeBBaaaaBC__CBCB____E__
,LV7,330,0,1,極速,中,なし,,HHHGFeEeeBBaaaaBC__CBCB____E__
ロアルスリング,LV1,120,0,0,普通,中,なし,防御:10,DDDBbcEddaaaaaaC______A___C___
,LV2,140,0,0,普通,中,なし,防御:10,EDECccFeeaaaaaaC______A___C___
,LV3,150,0,0,普通,中,なし,防御:15,FDFDddFeeaaaaaaC______A___C___
,LV4,190,0,0,普通,中,なし,防御:15,GEGEedFffaaaaaaC______B___C___
ロアルストリーム,LV5,200,0,0,普通,中,なし,防御:15,HEHFfdFffaaaaaaC______B___C___
ロアルフォール,LV6,230,0,1,普通,中,なし,防御:20,HFHFfdFffaaaaaaC______B___D___
,LV7,260,0,1,普通,中,なし,防御:20,HGHFfdFffaaaaaaC______B___D___
,LV8,320,0,1,普通,中,なし,防御:20,IHHFfdFffaaaaaaC______B___E___
テイルストリング,LV1,130,0,0,普通,中,なし,,IIiCBbDddbaaaaaCC____CA_____D_
,LV2,160,0,0,普通,中,なし,,IIiCBbDddbaaaaaCC____CA_____D_
,LV3,170,0,0,普通,中,なし,,IIIDCcEeebaaaaaCC____DB_____E_
,LV4,190,0,0,普通,中,なし,,IIIDCcEeebaaaaaCC____DB_____E_
テイルカタパルト,LV5,200,0,0,普通,中,なし,,IIIDCcEeebaaaaaCC____DB_____E_
テイルランチャー,LV6,260,0,0,普通,中,なし,,IJIEDcFeebaaaaaCC____DB_____F_
,LV7,320,0,0,普通,中,なし,,IKJEDdFeebaaaaaCC____DB_____F_
ヒドゥンゲイズ,LV1,120,40,1,やや速い,中,なし,,DDeCCFcccbaabaa____B___BA_____
,LV2,130,40,1,やや速い,中,なし,,EEfDDFcccbaabaa____B___BA_____
,LV3,140,40,1,やや速い,中,なし,,EEfDEFdddbaabaa____C___BA_____
,LV4,150,40,1,やや速い,中,なし,,FFgDFFdddbaabaa____CA__CB_____
夜行弩【梟ノ眼】,LV5,190,40,1,やや速い,中,なし,,GFhDFFdddbaabaa____CB__CB_____
無明弩【正業】,LV6,240,40,2,やや速い,中,なし,,GGhEFGdddbaabaa____CB__CB_____
,LV7,270,40,2,やや速い,中,なし,,HGhFFGdddbaabaa____CB__CB_____
,LV8,300,40,2,やや速い,中,なし,,HGhFGGdddbaabaa____CB__CB_____
鬼ヶ島,LV1,130,0,1,普通,やや小,なし,,FCGbbBbcCCCCCCCBA__BABACBC___B
,LV2,150,0,1,普通,やや小,なし,,FCGbbBbcCCCCCCCBA__BABACBC___B
,LV3,160,0,1,普通,やや小,なし,,GDHbbCbcDCCCCCCBA__BABACBD___B
,LV4,190,0,1,普通,やや小,なし,,GDHbbCbcDCCCCCCBA__BABACBD___B
大鬼ヶ島,LV5,200,0,1,普通,やや小,なし,,GDHbbCbcDCCCCCCBA__BABACBD___B
超鬼ヶ島,LV6,230,0,2,普通,やや小,なし,,HEHbbCbcECCCCCCBA__BABACBE___B
,LV7,260,0,2,普通,やや小,なし,,HEHbbDbcECCCCCCBA__BABACBE___B
,LV8,320,0,2,普通,やや小,なし,,HEHbbDbcECCCCCCBA__BABACBE___C
アイルーラグドール,LV1,120,0,3,極速,中,左/大,,CEGCccDddAAAaaaCCBABABA__D____
,LV2,130,0,3,極速,中,左/大,,CEHCccDddAAAaaaCCBABABA__D____
,LV3,140,0,3,極速,中,左/大,,DEHCccDddAAAaaaCCBABABA__D____
,LV4,170,0,3,極速,中,左/大,,EEHCccDddBBBbbbCCCACACA__E____
アイルーヘルドール,LV5,190,0,3,極速,中,左/大,,FEICccDddBBBbbbCCCACACA__F____
アイルーヘブンドール,LV6,250,0,3,極速,中,左/大,,GGIEccDddBBBbbbCCDBCACA__F____
,LV7,310,0,3,極速,中,左/大,,HGJEccDddBBBbbbCCDBCACA__F____
メラルーラグドール,LV1,120,30,0,極速,中,右/大,,CEGCccDddAAAaaaCCBABABA__D____
,LV2,130,30,0,極速,中,右/大,,CEHCccDddAAAaaaCCBABABA__D____
,LV3,150,30,0,極速,中,右/大,,EEHCccDddBBBbbbCCCACACA__E____
,LV4,180,30,0,極速,中,右/大,,EEHCccDddBBBbbbCCCACACA__E____
メラルーヘルドール,LV5,190,30,0,極速,中,右/大,,FEICccDddBBBbbbCCCACACA__F____
メラルーヘブンドール,LV6,250,30,0,極速,中,右/大,,GGICccEddBBBbbbCCCADBCA__F____
,LV7,310,30,0,極速,中,右/大,,HGJCccEddBBBbbbCCCADBCA__F____
吹吹茶釜,LV1,160,0,0,やや速い,中,なし,,IefbBCEEEaAAaaABAC_C_CBAA_____
,LV2,190,0,0,やや速い,中,なし,,IghbCCFEEaAAaaABAC_C_CBAA_____
吹吹チャガンマン,LV3,210,0,0,やや速い,中,なし,,IhibCDFFFbBBbbBBAD_D_DCBB_____
名器吹吹チャガンマン,LV4,270,0,0,やや速い,中,なし,,IhibCDFFFbBBbbBBAD_D_DCBB_____
,LV5,300,0,0,やや速い,中,なし,,IhibCDFFFbBBbbBBADAD_DCBB_____
エビィーガン,LV1,160,0,0,普通,中,なし,,FFICBBDBBAAAAAACCCACACACACD_C_
,LV2,200,0,0,普通,中,なし,,GGICCCEBBAAAAAACCCACACACACD_C_
キングエビィーガン,LV3,210,0,0,普通,中,なし,,HHIDCCECCAAAAAACCCACACACACD_C_
ロイヤルエビィーガン,LV4,290,0,0,普通,中,なし,,HHIDDCEDCBAAAAACCCACACACACE_C_
,LV5,300,0,0,普通,中,なし,,IIIEDDEDDBAABAACCCACACACACE_C_
,LV6,330,0,0,普通,中,なし,,IIIEEDEDDBAABAACCCACACACACE_C_
クロオビボウガン,LV1,130,0,1,極速,中,なし,,GGIDddEeeAaaAaaCCCACACACACCB__
,LV2,150,0,1,極速,中,なし,,HHIDddEeeAaaAaaCCCACACACACCB__
,LV3,190,0,1,極速,中,なし,,IIIEeeFffAaaAaaCCCACACACACCB__
シハンボウガン,LV4,210,0,1,極速,中,なし,,IIIEeeFffAaaAaaCCCACACACACCB__
キューキョクボウガン,LV5,260,0,2,極速,中,なし,,IJJFeeGffAaaAaaCCCACACACADDC__
,LV6,320,0,2,極速,中,なし,,IJJFeeGffAaaAaaCCCACACACADDD__
フィオシダーレ,LV1,140,10,0,やや遅い,やや小,左/小,,EEFDDCdddAaaaAaB_BA__BABA___B_
,LV2,150,10,0,やや遅い,やや小,左/小,,FFGDDCdddAaaaAaB_BA__BABA___B_
,LV3,180,15,0,やや遅い,やや小,左/小,,IIIEEDeddAbaaAaB_BA__BACA___C_
ノブレスオーダー,LV4,200,15,0,やや遅い,やや小,左/小,,IIIFFEeddAbaaAaB_BA__BACA___C_
エレガン・オ・ドーレ,LV5,260,15,0,やや遅い,やや小,左/小,,IIIFFEeddAbaaAaB_BA__BACA___C_
,LV6,320,15,0,やや遅い,やや小,左/小,,IIIFFEeddAbaaAaB_BA__BACA___C_
ビートスナイパー,LV1,140,0,0,普通,中,なし,防御:10,DDFCCCdDdAaaaaaBABABABA__BB__B
,LV2,160,0,0,普通,中,なし,防御:20,DEGDDDdDdAaaaaaBABABABA__CC__C
,LV3,190,0,0,普通,中,なし,防御:20,DFHDDDdDdAaaaaaBABABABA__CC__C
ペネトレートビート,LV4,200,0,0,普通,中,なし,防御:20,DFIDDDdDdAaaaaaBABABABA__CC__C
キングビートスナイプ,LV5,280,0,0,普通,中,なし,防御:30,EGIDDDdDdAaaaaaBABABABA__CC__C
,LV6,320,0,0,普通,中,なし,防御:30,FGIDDDdDdAaaaaaBABABABA__CC__C
春夜鯉砲,LV1,130,0,2,普通,やや小,左右/小,,EDECCcDDCaaaaaaBA_________C_B_
,LV2,150,0,2,普通,やや小,左右/小,,FEFDDdEDCaaaaaaBA_________C_B_
,LV3,180,0,2,普通,やや小,左右/小,,GFGDDdEEDaaaaaaBA_________D_C_
春夜鯉砲【滝登り】,LV4,200,0,2,普通,やや小,左右/小,,HFHEEeFEEaaaaaaBA_________E_C_
早来恋・春夜鯉砲,LV5,260,0,2,普通,やや小,左右/小,,IGHEEeGFFaaaaaaBA_________F_D_
,LV6,320,0,2,普通,やや小,左右/小,,IGHEEeGFFaaaaaaBA_________F_D_
気艦銃,LV1,140,0,1,やや速い,大,左右/小,,EEFcddBFFAAAAaaBA____B________
,LV2,150,0,1,やや速い,大,左右/小,,FFGcddBFFAAAAaaBA____B________
,LV3,180,0,1,やや速い,大,左右/小,,GGHcddBFFBBBAaaBA____BA_______
気艦銃バルヘリス,LV4,200,0,1,やや速い,大,左右/小,,HHIcddBFFBBBAaaBA____BA_______
高高度気艦銃バラオン,LV5,230,0,2,やや速い,大,左右/小,,HHIcddDGFCBBAaaBA____BA_______
,LV6,320,0,3,やや速い,大,左右/小,,HHIcddDGFCBBAaaBA____BA_______
ビューベル,LV1,100,10,0,やや速い,やや小,なし,,DDEFFFdddAaaaAaB___A________B_
,LV2,120,10,0,やや速い,やや小,なし,,DDEGFFdddAaaaAaB___A________B_
,LV3,150,10,0,やや速い,やや小,なし,,FEEHGGeeeAaaaAaB___B________C_
高原のフリューベル,LV4,160,10,0,やや速い,やや小,なし,,FEEIHHeeeAaaaAaB___B________C_
響き渡るフリューベル,LV5,180,20,0,やや速い,やや小,なし,,HFEIHHeeeAaaaAaB___C________D_
,LV6,270,20,0,やや速い,やや小,なし,,HFEIHHeeeAaaaAaB___C________D_
エルドラマスケット,LV1,130,10,3,やや遅い,中,なし,,CCCcCcBbbCAAAAAB______________
,LV2,150,15,3,やや遅い,中,なし,,DDCdDdCccCBBAAAB______________
,LV3,190,20,3,やや遅い,中,なし,,EECeEeEeeDCCBBBB______________
亡国の宝銃バイジン,LV4,210,30,3,やや遅い,中,なし,,FFCfFfEeeDDDBBBB______________
至宝銃キサナドゥ,LV5,270,30,3,やや遅い,中,なし,,GGDfGfEeeDDDBBBB______________
,LV6,330,30,3,やや遅い,中,なし,,GGEfGfEeeDEEBBBB______________
オブシドバレット,LV1,150,0,0,やや遅い,大,なし,防御:10,FFGcccEEDAAAaAb_A___________DA
,LV2,170,0,0,やや遅い,大,なし,防御:15,GFHdcdEEDAAAaAb_A___________DA
,LV3,200,0,0,やや遅い,大,なし,防御:20,HGIedeFFDBAAaAb_A___________DB
歴耀弩デボニア,LV4,220,0,0,やや遅い,大,なし,防御:20,IHIfefFFDBAAaAb_A___________DB
エテル＝デボニア,LV5,280,0,0,やや遅い,大,なし,防御:20,IHIfefGGDBAAaBb_A___________EB
,LV6,340,0,0,やや遅い,大,なし,防御:20,IHIfefHGEBAAaBb_A___________FB
ド【烏】,LV1,150,5,0,普通,中,なし,,EFGbCbcCcbbBaaBCACA______D____
,LV2,160,5,0,普通,中,なし,,EFGbCbcCcbbBaaBCACA______D____
,LV3,170,5,0,普通,中,なし,,GHIcDcdDdbbBaaBCACA______E____
,LV4,190,5,0,普通,中,なし,,GHIcDcdDdbbBaaBCACA______E____
ド【狼】,LV5,210,5,0,普通,中,なし,,GHIcDcdDdbbBaaBCACA______E____
ド【凶】,LV6,290,10,1,普通,中,なし,,HHIcEcdDdbbBaaBCADA______F____
,LV7,320,10,1,普通,中,なし,,HIIcEcdEdbbBaaCCADC______F____
ヴァルキリーファイア,LV1,120,0,0,普通,中,なし,,DDEBbbDEdBbbAaaB_BAB_____D____
,LV2,130,0,0,普通,中,なし,,EEFCccDEdBbbAaaB_BAB_____D____
,LV3,140,0,0,普通,中,なし,,FFGDddDEdBbbAaaB_BAB_____D____
,LV4,150,0,0,普通,中,なし,,GGHEeeDEdBbbAaaB_BAB_____D____
,LV5,170,0,0,普通,中,なし,,HHIEeeEEeBbbAaaB_CACA____E____
,LV6,200,0,0,普通,中,なし,,IIIEeeEEeBbbAaaB_CACA____E____
,LV7,210,0,0,普通,中,なし,,IIIEeeEEeBbbAaaB_CACA____E____
ヴァルキリーブレイズ,LV8,220,0,0,普通,中,なし,,IIIEeeEEeBbbAaaB_CACA____E____
深碧の烈弩,LV9,280,0,1,普通,中,なし,,IJIEeeFFEBbbAaaB_DACA____F____
,LV10,310,0,1,普通,中,なし,,IJJEeeGFEBbbAaaB_DBCA____F____
,LV11,340,0,1,普通,中,なし,,IJJFeeGFFBbbAaaB_DBCA____F____
火竜砲,LV1,140,0,0,普通,中,なし,,EEECCcCccAAaAAa__BA______C____
,LV2,150,0,0,普通,中,なし,,EEFCCcCccAAaAAa__BA______C____
,LV3,170,0,0,普通,中,なし,,FFGDDdDddAAaAAa__BA______D____
,LV4,190,0,0,普通,中,なし,,GGHDDdDddAAaAAa__BA______D____
,LV5,200,0,0,普通,中,なし,,GGHDDdDddAAaAAa__BA______D____
鳳仙火竜砲,LV6,210,0,0,普通,中,なし,,HHIEEeEeeAAaAAA__BA______D____
鳳仙火竜砲【永焔】,LV7,280,0,1,普通,中,なし,,IHIFEeEeeBBaAAA__CA______E____
,LV8,300,0,1,普通,中,なし,,IIIGFeFeeBBaAAA__CB______E____
,LV9,330,0,1,普通,中,なし,,IIIGFfFeeBBaAAA__CB______E____
王弩ライカン,LV1,150,10,1,普通,中,なし,,FGHbEbcCcaaaAaaB___B___B___D__
,LV2,170,10,1,普通,中,なし,,FGHcFccCcaaaAaaB___B___B___D__
,LV3,190,10,1,普通,中,なし,,GHIdFddDdbbbAaaB___B___B___D__
,LV4,200,10,1,普通,中,なし,,GHIeFedDdbbbAaaB___C___C___D__
王牙弩【野雷】,LV5,220,10,1,普通,中,なし,,HIIeFedDdbbbAaaB___C___C___D__
真・王牙弩【天鼓】,LV6,280,15,1,普通,中,なし,,HIJeFedDdbbbAaaB___C___C___E__
,LV7,310,15,2,普通,中,なし,,IJJeGedEdbbbAaaB___D___C___E__
,LV8,330,20,2,普通,中,なし,,IJKeGedEdbbbAaaB___D___C___E__
狐水銃シズクトキユル,LV1,150,0,0,普通,小,なし,,DDEDEDCFdaAaaaaB_BA_______C___
,LV2,170,0,0,普通,小,なし,,DDEDEDCFdaAaaaaB_BA_______C___
,LV3,200,0,0,普通,小,なし,,EEFEFFDFdbBabBaB_BA_______D___
あまとぶや軽弩の水珠,LV4,210,0,0,普通,小,なし,,EEGEFFDFdbBabBaB_BA_______E___
あまとぶや軽妙霊水弩,LV5,280,0,0,普通,小,なし,,FEGFFFDFdbBabBaB_BA_______E___
,LV6,300,0,0,普通,小,なし,,GFGFGFDFdbBabBaB_BA_______E___
,LV7,330,0,0,普通,小,なし,,GFGGGGDFdbBabBaB_BA_______F___
電竜弩,LV1,150,0,0,やや速い,やや小,なし,,DFeDfdcDdBAcaaaB___BA______C__
,LV2,170,0,0,やや速い,やや小,なし,,DFeDfdcDdBAcaaaB___BA______C__
,LV3,200,0,0,やや速い,やや小,なし,,EFfEFEdEeCCcbbaB___BA______D__
サージ電竜砲,LV4,210,0,0,やや速い,やや小,なし,,EFfEFEdEeCCcbbaB___BA______E__
サージ電竜砲【瞬電】,LV5,280,0,1,やや速い,やや小,なし,,FFfFFEdEeCCcbbaB___CB______F__
,LV6,300,0,1,やや速い,やや小,なし,,FFfGFEdEeCCcbbaB___CB______F__
,LV7,330,0,1,やや速い,やや小,なし,,FFfGGFdEeCCcbbaB___CB______F__
巨獣弩,LV1,160,0,0,やや遅い,中,左右/小,防御:10,DDecCcCCCbaaAAbB_____BA_____C_
,LV2,180,0,0,やや遅い,中,左右/小,防御:15,DEecCcDDDbaaBBbB_____BA_____C_
,LV3,220,0,0,やや遅い,中,左右/小,防御:20,EFedDcDDDbbaBBBB_____BA_____C_
巨弾・弩ッ弩ッ弩ッ,LV4,240,0,0,やや遅い,中,左右/小,防御:25,EGedDcEEEbbaCCBB_____BA_____D_
弩ッ弩ッ弩ッＭＡＸ,LV5,300,0,0,やや遅い,中,左右/小,防御:25,FGedEcFEEbbaCCBB_____BB_____D_
,LV6,320,0,0,やや遅い,中,左右/小,防御:30,FHedEcFFEbbaCCBB_____CB_____E_
,LV7,340,0,0,やや遅い,中,左右/小,防御:30,GHedEcGFEbbaCCBB_____CB_____E_
灼炎のエンサー,LV1,150,0,0,普通,中,なし,,FEFeDdeECCCCaAA________BAC____
,LV2,170,0,0,普通,中,なし,,GFGfEeeFDCCCaAA________BAC____
,LV3,210,0,0,普通,中,なし,,HGHfEeeFDCCCbBA________BAD____
斬竜弩イクリール,LV4,220,0,0,普通,中,なし,,IHIfFfeFDCCCbBA________BAD____
大斬弩イクリルノヴァ,LV5,290,0,0,普通,中,なし,,IHIfFfeFECCCbBA________CAE____
,LV6,310,0,0,普通,中,なし,,IIJfFffGFCCCbBA________CAE____
,LV7,340,0,0,普通,中,なし,,IIJfFffGFCCCbBA________CAF____
レイofヴァイス,LV1,140,20,1,普通,中,なし,,EFFCCcDCcbbaAaaB___A___B_____B
,LV2,150,20,1,普通,中,なし,,EFGCCcDCcbbaAaaB___A___B_____B
,LV3,180,20,1,普通,中,なし,,FFHCCcDCcbbaAaaB___B___B_____B
レイofインサニティ,LV4,200,20,1,普通,中,なし,,FFICCcDCcbbaAaaB___B___B_____B
レイofシャンバラ,LV5,290,30,1,普通,中,なし,,GFIDCcECcbbaAaaB___B___B_____C
,LV6,320,30,1,普通,中,なし,,GGIDDcEDcbbaAaaB___B___B_____C
ラサーサアルシアラ,LV1,150,10,1,やや速い,大,なし,,FBCDCcCCCaaabaa_______________
,LV2,160,10,1,やや速い,大,なし,,GCDDCcDDDaaabaa_______________
,LV3,210,10,1,やや速い,大,なし,,HDEEDdEEEaaabaa_______________
叛弩アルシアラ,LV4,220,10,1,やや速い,大,なし,,IEFFEeFFFaaabaa_______________
乱叛弩アルシアラ,LV5,300,15,1,やや速い,大,なし,,IFGFFeGFFaaabaa_______________
,LV6,320,20,1,やや速い,大,なし,,IFGGFeHGGaaabaa_______________
レックスタンク,LV1,170,-20,0,普通,中,左/小,,FDHcCCdEEABBBBB________BB____B
,LV2,180,-20,0,普通,中,左/小,,FEHcDDdEEABBBBB________BB____B
,LV3,200,-20,0,普通,中,左/小,,GFHdDDeEEABBBBB________BB____B
轟弩【戦虎】,LV4,220,-10,0,普通,中,左/小,,HFIdEDeFFABBBBB________BB____B
轟弩【大戦虎】,LV5,290,-10,0,普通,中,左/小,,HGIdEDeFFBBBCBB________BB____B
,LV6,310,-10,0,普通,中,左/小,,HGJdEEeFFBBBCBB________CB____B
,LV7,340,-10,0,普通,中,左/小,,HGJdEEeFFBBBCBB________CB____B
幻獣筒【三ツ角】,LV1,140,0,0,普通,中,なし,,DDGCCCcccAaaBBBCCBABABABACCCC_
,LV2,160,0,0,普通,中,なし,,EEGCCCcccAaaBBBCCBABABABACCCC_
